"sid","entry","irt","fpatchnum","fpatchitem","fitemsfromend","flastitem","meanirt","catitem"
"152",50,"grizzly",171,8,1,1,1,155.833333333333,8
"153",50,"owl",101,9,1,1,1,155.833333333333,9
"154",50,"goat",129,10,1,1,1,155.833333333333,10
"155",50,"cobra",126,11,1,1,1,155.833333333333,11
"156",50,"stag",137,12,1,1,1,155.833333333333,12
"157",50,"crane",136,13,1,1,1,155.833333333333,13
"158",50,"bluejay",126,14,1,1,1,155.833333333333,14
"159",50,"colt",154,15,1,1,1,155.833333333333,15
"160",50,"squid",152,16,1,1,1,155.833333333333,16
"161",50,"chipmunk",132,17,1,1,1,155.833333333333,17
"162",50,"barracuda",123,18,1,1,1,155.833333333333,18
"163",50,"hog",193,19,1,1,1,155.833333333333,19
"164",50,"buck",128,20,1,1,1,155.833333333333,20
"165",50,"sparrow",661,21,1,1,1,155.833333333333,21
"166",50,"lizard",179,22,1,1,1,155.833333333333,22
"167",50,"ewe",197,23,1,1,1,155.833333333333,23
"168",50,"tiger",122,24,1,1,1,155.833333333333,24
"169",50,"bear",147,25,1,1,1,155.833333333333,25
"170",50,"pig",101,26,1,2,0,155.833333333333,26
"171",50,"mule",107,26,2,1,1,155.833333333333,27
"172",50,"stag",158,27,1,2,0,155.833333333333,28
"173",50,"deer",129,27,2,1,1,155.833333333333,29
"174",50,"crane",92,28,1,1,1,155.833333333333,30
"175",50,"squid",97,29,1,1,1,155.833333333333,31
"176",50,"rabbit",194,30,1,1,1,155.833333333333,32
"177",50,"antelope",116,31,1,1,1,155.833333333333,33
"178",50,"pony",118,32,1,1,1,155.833333333333,34
"179",50,"parrot",100,33,1,1,1,155.833333333333,35
"180",50,"wasp",117,34,1,1,1,155.833333333333,36
"181",51,"elk",277,1,1,1,1,199.083333333333,1
"182",51,"flea",162,2,1,1,1,199.083333333333,2
"183",51,"chicken",86,3,1,1,1,199.083333333333,3
"184",51,"cobra",123,4,1,1,1,199.083333333333,4
"185",51,"mammal",110,5,1,1,1,199.083333333333,5
"186",51,"frog",175,6,1,2,0,199.083333333333,6
"187",51,"shark",196,6,2,1,1,199.083333333333,7
"188",51,"pelican",152,7,1,1,1,199.083333333333,8
"189",51,"mink",97,8,1,1,1,199.083333333333,9
"190",51,"pony",138,9,1,1,1,199.083333333333,10
"191",51,"clam",85,10,1,1,1,199.083333333333,11
"192",51,"hornet",111,11,1,1,1,199.083333333333,12
"193",51,"horse",129,12,1,1,1,199.083333333333,13
"194",51,"cricket",153,13,1,1,1,199.083333333333,14
"195",51,"crocodile",101,14,1,1,1,199.083333333333,15
"196",51,"elephant",119,15,1,1,1,199.083333333333,16
"197",51,"bunny",121,16,1,1,1,199.083333333333,17
"198",51,"cardinal",117,17,1,1,1,199.083333333333,18
"199",51,"crab",99,18,1,1,1,199.083333333333,19
"200",51,"pigeon",168,19,1,1,1,199.083333333333,20
"201",51,"beaver",90,20,1,1,1,199.083333333333,21
"202",51,"bluejay",135,21,1,1,1,199.083333333333,22
"203",51,"human",93,22,1,1,1,199.083333333333,23
"204",51,"bear",140,23,1,1,1,199.083333333333,24
"205",51,"tuna",109,24,1,1,1,199.083333333333,25
"206",51,"ape",334,25,1,1,1,199.083333333333,26
"207",51,"raccoon",244,26,1,3,0,199.083333333333,27
"208",51,"deer",818,26,2,2,0,199.083333333333,28
"209",51,"grizzly",328,26,3,1,1,199.083333333333,29
"210",51,"swan",863,27,1,1,1,199.083333333333,30
"211",51,"buffalo",143,28,1,1,1,199.083333333333,31
"212",51,"bat",162,29,1,1,1,199.083333333333,32
"213",51,"bird",530,30,1,1,1,199.083333333333,33
"214",51,"beetle",245,31,1,1,1,199.083333333333,34
"215",51,"stag",122,32,1,1,1,199.083333333333,35
"216",51,"mouse",92,33,1,1,1,199.083333333333,36
"217",90,"pelican",283,1,1,1,1,136.638888888889,1
"218",90,"hog",148,2,1,1,1,136.638888888889,2
"219",90,"squid",95,3,1,3,0,136.638888888889,3
"220",90,"slug",107,3,2,2,0,136.638888888889,4
"221",90,"toad",123,3,3,1,1,136.638888888889,5
"222",90,"hen",125,4,1,1,1,136.638888888889,6
"223",90,"anteater",120,5,1,1,1,136.638888888889,7
"224",90,"crow",151,6,1,2,0,136.638888888889,8
"225",90,"parrot",101,6,2,1,1,136.638888888889,9
"226",90,"elephant",213,7,1,1,1,136.638888888889,10
"227",90,"sheep",168,8,1,1,1,136.638888888889,11
"228",90,"bat",108,9,1,1,1,136.638888888889,12
"229",90,"chimpanzee",118,10,1,1,1,136.638888888889,13
"230",90,"rat",144,11,1,2,0,136.638888888889,14
"231",90,"squirrel",121,11,2,1,1,136.638888888889,15
"232",90,"antelope",160,12,1,1,1,136.638888888889,16
"233",90,"clam",134,13,1,1,1,136.638888888889,17
"234",90,"hawk",107,14,1,1,1,136.638888888889,18
"235",90,"oyster",119,15,1,1,1,136.638888888889,19
"236",90,"barracuda",99,16,1,1,1,136.638888888889,20
"237",90,"dog",116,17,1,1,1,136.638888888889,21
"238",90,"slug",188,18,1,2,0,136.638888888889,22
"239",90,"squid",144,18,2,1,1,136.638888888889,23
"240",90,"leopard",153,19,1,1,1,136.638888888889,24
"241",90,"human",85,20,1,1,1,136.638888888889,25
"242",90,"moose",116,21,1,1,1,136.638888888889,26
"243",90,"ewe",154,22,1,1,1,136.638888888889,27
"244",90,"puppy",105,23,1,1,1,136.638888888889,28
"245",90,"caterpillar",136,24,1,1,1,136.638888888889,29
"246",90,"aardvark",117,25,1,2,0,136.638888888889,30
"247",90,"zebra",108,25,2,1,1,136.638888888889,31
"248",90,"mole",112,26,1,1,1,136.638888888889,32
"249",90,"crocodile",115,27,1,1,1,136.638888888889,33
"250",90,"chicken",171,28,1,1,1,136.638888888889,34
"251",90,"shark",240,29,1,1,1,136.638888888889,35
"252",90,"leopard",115,30,1,1,1,136.638888888889,36
"253",23,"insect",298,1,1,1,1,139.777777777778,1
"254",23,"monkey",142,2,1,1,1,139.777777777778,2
"255",23,"ewe",229,3,1,2,0,139.777777777778,3
"256",23,"owl",130,3,2,1,1,139.777777777778,4
"257",23,"rabbit",106,4,1,1,1,139.777777777778,5
"258",23,"oyster",161,5,1,1,1,139.777777777778,6
"259",23,"mule",101,6,1,1,1,139.777777777778,7
"260",23,"frog",111,7,1,1,1,139.777777777778,8
"261",23,"pike",121,8,1,1,1,139.777777777778,9
"262",23,"fox",98,9,1,1,1,139.777777777778,10
"263",23,"scallop",106,10,1,1,1,139.777777777778,11
"264",23,"colt",112,11,1,1,1,139.777777777778,12
"265",23,"elephant",126,12,1,3,0,139.777777777778,13
"266",23,"buffalo",127,12,2,2,0,139.777777777778,14
"267",23,"lion",125,12,3,1,1,139.777777777778,15
"268",23,"calf",139,13,1,1,1,139.777777777778,16
"269",23,"mosquito",142,14,1,1,1,139.777777777778,17
"270",23,"mammal",156,15,1,1,1,139.777777777778,18
"271",23,"slug",122,16,1,1,1,139.777777777778,19
"272",23,"caterpillar",149,17,1,1,1,139.777777777778,20
"273",23,"parrot",117,18,1,1,1,139.777777777778,21
"274",23,"frog",146,19,1,1,1,139.777777777778,22
"275",23,"gorilla",110,20,1,1,1,139.777777777778,23
"276",23,"goose",126,21,1,1,1,139.777777777778,24
"277",23,"hare",92,22,1,1,1,139.777777777778,25
"278",23,"rooster",136,23,1,1,1,139.777777777778,26
"279",23,"human",125,24,1,1,1,139.777777777778,27
"280",23,"cricket",162,25,1,1,1,139.777777777778,28
"281",23,"chick",363,26,1,1,1,139.777777777778,29
"282",23,"moose",167,27,1,1,1,139.777777777778,30
"283",23,"bluejay",86,28,1,1,1,139.777777777778,31
"284",23,"mongoose",113,29,1,1,1,139.777777777778,32
"285",23,"beaver",106,30,1,1,1,139.777777777778,33
"286",23,"bull",134,31,1,1,1,139.777777777778,34
"287",23,"sparrow",139,32,1,2,0,139.777777777778,35
"288",23,"cardinal",109,32,2,1,1,139.777777777778,36
"289",65,"hog",762,1,1,2,0,172.25,1
"290",65,"lamb",162,1,2,1,1,172.25,2
"291",65,"lobster",141,2,1,2,0,172.25,3
"292",65,"scallop",112,2,2,1,1,172.25,4
"293",65,"mouse",150,3,1,1,1,172.25,5
"294",65,"ape",98,4,1,1,1,172.25,6
"295",65,"grasshopper",109,5,1,2,0,172.25,7
"296",65,"fly",115,5,2,1,1,172.25,8
"297",65,"stallion",124,6,1,1,1,172.25,9
"298",65,"lizard",115,7,1,1,1,172.25,10
"299",65,"gorilla",100,8,1,1,1,172.25,11
"300",65,"bee",135,9,1,1,1,172.25,12
"301",65,"antelope",137,10,1,1,1,172.25,13
"302",65,"ox",161,11,1,1,1,172.25,14
"303",65,"dolphin",133,12,1,1,1,172.25,15
"304",65,"calf",124,13,1,1,1,172.25,16
"305",65,"canary",149,14,1,2,0,172.25,17
"306",65,"eagle",81,14,2,1,1,172.25,18
"307",65,"chipmunk",132,15,1,1,1,172.25,19
"308",65,"octopus",111,16,1,1,1,172.25,20
"309",65,"coyote",140,17,1,1,1,172.25,21
"310",65,"tick",157,18,1,1,1,172.25,22
"311",65,"cat",951,19,1,1,1,172.25,23
"312",65,"bluejay",167,20,1,1,1,172.25,24
"313",65,"cub",262,21,1,1,1,172.25,25
"314",65,"unicorn",69,22,1,1,1,172.25,26
"315",65,"barracuda",104,23,1,1,1,172.25,27
"316",65,"wasp",104,24,1,1,1,172.25,28
"317",65,"walrus",97,25,1,1,1,172.25,29
"318",65,"crane",154,26,1,2,0,172.25,30
"319",65,"lion",132,26,2,1,1,172.25,31
"320",65,"raccoon",101,27,1,1,1,172.25,32
"321",65,"shrimp",108,28,1,1,1,172.25,33
"322",65,"turtle",195,29,1,1,1,172.25,34
"323",65,"salmon",184,30,1,1,1,172.25,35
"324",65,"parrot",125,31,1,1,1,172.25,36
"325",83,"lion",503,1,1,1,1,139.722222222222,1
"326",83,"deer",246,2,1,1,1,139.722222222222,2
"327",83,"hare",124,3,1,1,1,139.722222222222,3
"328",83,"camel",112,4,1,1,1,139.722222222222,4
"329",83,"walrus",184,5,1,1,1,139.722222222222,5
"330",83,"spider",135,6,1,1,1,139.722222222222,6
"331",83,"worm",83,7,1,1,1,139.722222222222,7
"332",83,"ape",131,8,1,1,1,139.722222222222,8
"333",83,"bison",70,9,1,1,1,139.722222222222,9
"334",83,"mouse",91,10,1,1,1,139.722222222222,10
"335",83,"horse",124,11,1,2,0,139.722222222222,11
"336",83,"donkey",103,11,2,1,1,139.722222222222,12
"337",83,"robin",136,12,1,1,1,139.722222222222,13
"338",83,"mongoose",226,13,1,1,1,139.722222222222,14
"339",83,"chick",86,14,1,1,1,139.722222222222,15
"340",83,"cougar",125,15,1,2,0,139.722222222222,16
"341",83,"raccoon",106,15,2,1,1,139.722222222222,17
"342",83,"barracuda",104,16,1,1,1,139.722222222222,18
"343",83,"coyote",218,17,1,1,1,139.722222222222,19
"344",83,"butterfly",143,18,1,1,1,139.722222222222,20
"345",83,"rat",126,19,1,1,1,139.722222222222,21
"346",83,"bear",156,20,1,1,1,139.722222222222,22
"347",83,"gull",101,21,1,1,1,139.722222222222,23
"348",83,"elk",107,22,1,1,1,139.722222222222,24
"349",83,"pelican",120,23,1,1,1,139.722222222222,25
"350",83,"pike",145,24,1,1,1,139.722222222222,26
"351",83,"ant",133,25,1,1,1,139.722222222222,27
"352",83,"chick",112,26,1,1,1,139.722222222222,28
"353",83,"octopus",106,27,1,1,1,139.722222222222,29
"354",83,"porcupine",164,28,1,1,1,139.722222222222,30
"355",83,"wasp",89,29,1,1,1,139.722222222222,31
"356",83,"dove",149,30,1,1,1,139.722222222222,32
"357",83,"insect",106,31,1,1,1,139.722222222222,33
"358",83,"doe",108,32,1,1,1,139.722222222222,34
"359",83,"pony",135,33,1,2,0,139.722222222222,35
"360",83,"colt",123,33,2,1,1,139.722222222222,36
"361",2,"giraffe",353,1,1,2,0,133.972222222222,1
"362",2,"zebra",148,1,2,1,1,133.972222222222,2
"363",2,"lizard",87,2,1,1,1,133.972222222222,3
"364",2,"gull",117,3,1,1,1,133.972222222222,4
"365",2,"fox",108,4,1,1,1,133.972222222222,5
"366",2,"donkey",144,5,1,1,1,133.972222222222,6
"367",2,"hawk",108,6,1,1,1,133.972222222222,7
"368",2,"otter",123,7,1,1,1,133.972222222222,8
"369",2,"spider",175,8,1,1,1,133.972222222222,9
"370",2,"oyster",137,9,1,1,1,133.972222222222,10
"371",2,"tuna",123,10,1,1,1,133.972222222222,11
"372",2,"frog",120,11,1,1,1,133.972222222222,12
"373",2,"pig",118,12,1,2,0,133.972222222222,13
"374",2,"hog",147,12,2,1,1,133.972222222222,14
"375",2,"eagle",101,13,1,2,0,133.972222222222,15
"376",2,"ewe",117,13,2,1,1,133.972222222222,16
"377",2,"giraffe",132,14,1,1,1,133.972222222222,17
"378",2,"fox",138,15,1,1,1,133.972222222222,18
"379",2,"buffalo",94,16,1,1,1,133.972222222222,19
"380",2,"bunny",95,17,1,1,1,133.972222222222,20
"381",2,"goose",100,18,1,2,0,133.972222222222,21
"382",2,"lobster",135,18,2,1,1,133.972222222222,22
"383",2,"insect",161,19,1,1,1,133.972222222222,23
"384",2,"rooster",90,20,1,1,1,133.972222222222,24
"385",2,"seagull",127,21,1,2,0,133.972222222222,25
"386",2,"sparrow",106,21,2,1,1,133.972222222222,26
"387",2,"caterpillar",95,22,1,1,1,133.972222222222,27
"388",2,"hare",100,23,1,1,1,133.972222222222,28
"389",2,"gazelle",115,24,1,1,1,133.972222222222,29
"390",2,"bass",132,25,1,1,1,133.972222222222,30
"391",2,"hawk",114,26,1,1,1,133.972222222222,31
"392",2,"butterfly",137,27,1,1,1,133.972222222222,32
"393",2,"buck",201,28,1,1,1,133.972222222222,33
"394",2,"puppy",126,29,1,1,1,133.972222222222,34
"395",2,"squirrel",271,30,1,1,1,133.972222222222,35
"396",2,"bug",128,31,1,1,1,133.972222222222,36
"397",74,"crocodile",368,1,1,1,1,150.638888888889,1
"398",74,"seagull",254,2,1,2,0,150.638888888889,2
"399",74,"sparrow",128,2,2,1,1,150.638888888889,3
"400",74,"calf",138,3,1,2,0,150.638888888889,4
"401",74,"donkey",191,3,2,1,1,150.638888888889,5
"402",74,"parrot",140,4,1,1,1,150.638888888889,6
"403",74,"porpoise",103,5,1,2,0,150.638888888889,7
"404",74,"coral",100,5,2,1,1,150.638888888889,8
"405",74,"tiger",177,6,1,1,1,150.638888888889,9
"406",74,"pig",177,7,1,1,1,150.638888888889,10
"407",74,"caterpillar",103,8,1,1,1,150.638888888889,11
"408",74,"bunny",167,9,1,1,1,150.638888888889,12
"409",74,"hornet",141,10,1,2,0,150.638888888889,13
"410",74,"worm",99,10,2,1,1,150.638888888889,14
"411",74,"toad",116,11,1,1,1,150.638888888889,15
"412",74,"hog",114,12,1,1,1,150.638888888889,16
"413",74,"porcupine",173,13,1,1,1,150.638888888889,17
"414",74,"mink",184,14,1,1,1,150.638888888889,18
"415",74,"wolf",161,15,1,1,1,150.638888888889,19
"416",74,"buffalo",143,16,1,1,1,150.638888888889,20
"417",74,"kangaroo",196,17,1,1,1,150.638888888889,21
"418",74,"octopus",129,18,1,2,0,150.638888888889,22
"419",74,"squid",108,18,2,1,1,150.638888888889,23
"420",74,"anteater",140,19,1,1,1,150.638888888889,24
"421",74,"grizzly",82,20,1,1,1,150.638888888889,25
"422",74,"canary",157,21,1,1,1,150.638888888889,26
"423",74,"beaver",133,22,1,1,1,150.638888888889,27
"424",74,"sheep",128,23,1,1,1,150.638888888889,28
"425",74,"gull",128,24,1,1,1,150.638888888889,29
"426",74,"bunny",88,25,1,1,1,150.638888888889,30
"427",74,"lamb",105,26,1,1,1,150.638888888889,31
"428",74,"lizard",134,27,1,2,0,150.638888888889,32
"429",74,"snake",182,27,2,1,1,150.638888888889,33
"430",74,"chipmunk",143,28,1,1,1,150.638888888889,34
"431",74,"quail",237,29,1,1,1,150.638888888889,35
"432",74,"bear",156,30,1,1,1,150.638888888889,36
"433",19,"beaver",651,1,1,1,1,226.583333333333,1
"434",19,"cobra",212,2,1,1,1,226.583333333333,2
"435",19,"pony",164,3,1,1,1,226.583333333333,3
"436",19,"gorilla",105,4,1,1,1,226.583333333333,4
"437",19,"wasp",96,5,1,1,1,226.583333333333,5
"438",19,"squid",209,6,1,1,1,226.583333333333,6
"439",19,"seagull",183,7,1,2,0,226.583333333333,7
"440",19,"quail",134,7,2,1,1,226.583333333333,8
"441",19,"mongoose",161,8,1,1,1,226.583333333333,9
"442",19,"rooster",87,9,1,1,1,226.583333333333,10
"443",19,"crane",162,10,1,1,1,226.583333333333,11
"444",19,"canary",126,11,1,2,0,226.583333333333,12
"445",19,"rabbit",123,11,2,1,1,226.583333333333,13
"446",19,"salmon",224,12,1,1,1,226.583333333333,14
"447",19,"kangaroo",167,13,1,1,1,226.583333333333,15
"448",19,"bug",130,14,1,1,1,226.583333333333,16
"449",19,"panther",118,15,1,1,1,226.583333333333,17
"450",19,"hornet",156,16,1,1,1,226.583333333333,18
"451",19,"parrot",157,17,1,1,1,226.583333333333,19
"452",19,"frog",153,18,1,1,1,226.583333333333,20
"453",19,"cub",157,19,1,1,1,226.583333333333,21
"454",19,"swan",185,20,1,1,1,226.583333333333,22
"455",19,"leopard",162,21,1,1,1,226.583333333333,23
"456",19,"porcupine",671,22,1,1,1,226.583333333333,24
"457",19,"reindeer",275,23,1,1,1,226.583333333333,25
"458",19,"lobster",128,24,1,1,1,226.583333333333,26
"459",19,"mouse",142,25,1,1,1,226.583333333333,27
"460",19,"cricket",140,26,1,1,1,226.583333333333,28
"461",19,"tuna",381,27,1,1,1,226.583333333333,29
"462",19,"alligator",279,28,1,1,1,226.583333333333,30
"463",19,"hare",1426,29,1,1,1,226.583333333333,31
"464",19,"sparrow",141,30,1,1,1,226.583333333333,32
"465",19,"possum",122,31,1,1,1,226.583333333333,33
"466",19,"pike",205,32,1,1,1,226.583333333333,34
"467",19,"gazelle",132,33,1,1,1,226.583333333333,35
"468",19,"shark",93,34,1,1,1,226.583333333333,36
"469",96,"ewe",287,1,1,1,1,171.722222222222,1
"470",96,"bull",139,2,1,1,1,171.722222222222,2
"471",96,"bunny",350,3,1,1,1,171.722222222222,3
"472",96,"shrimp",132,4,1,1,1,171.722222222222,4
"473",96,"anteater",129,5,1,1,1,171.722222222222,5
"474",96,"turkey",273,6,1,1,1,171.722222222222,6
"475",96,"elephant",145,7,1,1,1,171.722222222222,7
"476",96,"walrus",583,8,1,1,1,171.722222222222,8
"477",96,"tuna",104,9,1,1,1,171.722222222222,9
"478",96,"kitten",150,10,1,1,1,171.722222222222,10
"479",96,"gazelle",90,11,1,1,1,171.722222222222,11
"480",96,"crow",108,12,1,1,1,171.722222222222,12
"481",96,"chipmunk",114,13,1,1,1,171.722222222222,13
"482",96,"buck",111,14,1,1,1,171.722222222222,14
"483",96,"gull",132,15,1,1,1,171.722222222222,15
"484",96,"buffalo",121,16,1,2,0,171.722222222222,16
"485",96,"antelope",86,16,2,1,1,171.722222222222,17
"486",96,"reptile",104,17,1,1,1,171.722222222222,18
"487",96,"horse",124,18,1,1,1,171.722222222222,19
