"sid","entry","irt","fpatchnum","fpatchitem","fitemsfromend","flastitem","meanirt","catitem"
"94",53,"buffalo",128,14,2,1,1,163.527777777778,21
"95",53,"deer",151,15,1,1,1,163.527777777778,22
"96",53,"unicorn",146,16,1,3,0,163.527777777778,23
"97",53,"horse",132,16,2,2,0,163.527777777778,24
"98",53,"ox",159,16,3,1,1,163.527777777778,25
"99",53,"elk",193,17,1,1,1,163.527777777778,26
"100",53,"snail",90,18,1,1,1,163.527777777778,27
"101",53,"cub",111,19,1,2,0,163.527777777778,28
"102",53,"bear",91,19,2,1,1,163.527777777778,29
"103",53,"dolphin",161,20,1,1,1,163.527777777778,30
"104",53,"sheep",215,21,1,2,0,163.527777777778,31
"105",53,"lamb",172,21,2,1,1,163.527777777778,32
"106",53,"clam",158,22,1,3,0,163.527777777778,33
"107",53,"oyster",130,22,2,2,0,163.527777777778,34
"108",53,"seal",153,22,3,1,1,163.527777777778,35
"109",53,"pigeon",121,23,1,1,1,163.527777777778,36
"110",97,"dog",88,1,1,2,0,159.918918918919,1
"111",97,"cat",187,1,2,1,1,159.918918918919,2
"112",97,"fish",206,2,1,1,1,159.918918918919,3
"113",97,"pig",83,3,1,2,0,159.918918918919,4
"114",97,"hog",129,3,2,1,1,159.918918918919,5
"115",97,"alligator",161,4,1,1,1,159.918918918919,6
"116",97,"hen",115,5,1,2,0,159.918918918919,7
"117",97,"chicken",142,5,2,1,1,159.918918918919,8
"118",97,"cobra",165,6,1,4,0,159.918918918919,9
"119",97,"snake",133,6,2,3,0,159.918918918919,10
"120",97,"reptile",177,6,3,2,0,159.918918918919,11
"121",97,"lizard",186,6,4,1,1,159.918918918919,12
"122",97,"worm",166,7,1,1,1,159.918918918919,13
"123",97,"bird",141,8,1,1,1,159.918918918919,14
"124",97,"caterpillar",191,9,1,2,0,159.918918918919,15
"125",97,"dolphin",167,9,2,1,1,159.918918918919,16
"126",97,"dolphin",167,10,1,2,0,159.918918918919,17
"127",97,"fish",144,10,2,1,1,159.918918918919,18
"128",97,"cardinal",162,11,1,1,1,159.918918918919,19
"129",97,"dog",324,12,1,2,0,159.918918918919,20
"130",97,"cat",145,12,2,1,1,159.918918918919,21
"131",97,"grasshopper",191,13,1,1,1,159.918918918919,22
"132",97,"pike",170,14,1,2,0,159.918918918919,23
"133",97,"fish",131,14,2,1,1,159.918918918919,24
"134",97,"pig",150,15,1,4,0,159.918918918919,25
"135",97,"hog",159,15,2,3,0,159.918918918919,26
"136",97,"hen",154,15,3,2,0,159.918918918919,27
"137",97,"chicken",157,15,4,1,1,159.918918918919,28
"138",97,"alligator",183,16,1,4,0,159.918918918919,29
"139",97,"cobra",152,16,2,3,0,159.918918918919,30
"140",97,"snake",152,16,3,2,0,159.918918918919,31
"141",97,"reptile",186,16,4,1,1,159.918918918919,32
"142",97,"dog",151,17,1,2,0,159.918918918919,33
"143",97,"cat",149,17,2,1,1,159.918918918919,34
"144",97,"fish",174,18,1,1,1,159.918918918919,35
"145",97,"moth",166,19,1,2,0,159.918918918919,36
"146",97,"fly",113,19,2,1,1,159.918918918919,37
"147",92,"dog",91,1,1,2,0,160.027027027027,1
"148",92,"cat",163,1,2,1,1,160.027027027027,2
"149",92,"buck",179,2,1,1,1,160.027027027027,3
"150",92,"frog",113,3,1,1,1,160.027027027027,4
"151",92,"coyote",126,4,1,1,1,160.027027027027,5
"152",92,"swan",139,5,1,3,0,160.027027027027,6
"153",92,"duck",130,5,2,2,0,160.027027027027,7
"154",92,"goose",162,5,3,1,1,160.027027027027,8
"155",92,"cattle",333,6,1,2,0,160.027027027027,9
"156",92,"cow",119,6,2,1,1,160.027027027027,10
"157",92,"butterfly",131,7,1,5,0,160.027027027027,11
"158",92,"hornet",106,7,2,4,0,160.027027027027,12
"159",92,"bee",105,7,3,3,0,160.027027027027,13
"160",92,"insect",181,7,4,2,0,160.027027027027,14
"161",92,"bug",223,7,5,1,1,160.027027027027,15
"162",92,"deer",189,8,1,2,0,160.027027027027,16
"163",92,"doe",184,8,2,1,1,160.027027027027,17
"164",92,"porpoise",216,9,1,2,0,160.027027027027,18
"165",92,"penguin",121,9,2,1,1,160.027027027027,19
"166",92,"penguin",121,10,1,2,0,160.027027027027,20
"167",92,"bird",84,10,2,1,1,160.027027027027,21
"168",92,"shrimp",119,11,1,2,0,160.027027027027,22
"169",92,"fish",110,11,2,1,1,160.027027027027,23
"170",92,"giraffe",124,12,1,1,1,160.027027027027,24
"171",92,"dog",297,13,1,2,0,160.027027027027,25
"172",92,"cat",172,13,2,1,1,160.027027027027,26
"173",92,"pelican",204,14,1,1,1,160.027027027027,27
"174",92,"grizzly",106,15,1,1,1,160.027027027027,28
"175",92,"buffalo",81,16,1,1,1,160.027027027027,29
"176",92,"lamb",117,17,1,1,1,160.027027027027,30
"177",92,"elk",228,18,1,1,1,160.027027027027,31
"178",92,"seagull",227,19,1,2,0,160.027027027027,32
"179",92,"bird",169,19,2,1,1,160.027027027027,33
"180",92,"fly",170,20,1,3,0,160.027027027027,34
"181",92,"insect",165,20,2,2,0,160.027027027027,35
"182",92,"bug",209,20,3,1,1,160.027027027027,36
"183",92,"cattle",207,21,1,1,1,160.027027027027,37
"184",122,"dog",91,1,1,2,0,162.277777777778,1
"185",122,"cat",183,1,2,1,1,162.277777777778,2
"186",122,"bass",195,2,1,1,1,162.277777777778,3
"187",122,"owl",203,3,1,1,1,162.277777777778,4
"188",122,"snake",244,4,1,1,1,162.277777777778,5
"189",122,"bull",139,5,1,1,1,162.277777777778,6
"190",122,"doe",95,6,1,2,0,162.277777777778,7
"191",122,"deer",115,6,2,1,1,162.277777777778,8
"192",122,"kangaroo",115,7,1,1,1,162.277777777778,9
"193",122,"dog",278,8,1,2,0,162.277777777778,10
"194",122,"cat",162,8,2,1,1,162.277777777778,11
"195",122,"goat",191,9,1,1,1,162.277777777778,12
"196",122,"toad",246,10,1,2,0,162.277777777778,13
"197",122,"frog",132,10,2,1,1,162.277777777778,14
"198",122,"bison",159,11,1,2,0,162.277777777778,15
"199",122,"buffalo",120,11,2,1,1,162.277777777778,16
"200",122,"coral",131,12,1,1,1,162.277777777778,17
"201",122,"horse",134,13,1,1,1,162.277777777778,18
"202",122,"cardinal",165,14,1,3,0,162.277777777778,19
"203",122,"bird",159,14,2,2,0,162.277777777778,20
"204",122,"mouse",182,14,3,1,1,162.277777777778,21
"205",122,"cat",184,15,1,1,1,162.277777777778,22
"206",122,"monkey",147,16,1,1,1,162.277777777778,23
"207",122,"goose",170,17,1,1,1,162.277777777778,24
"208",122,"spider",130,18,1,1,1,162.277777777778,25
"209",122,"bug",115,19,1,2,0,162.277777777778,26
"210",122,"insect",181,19,2,1,1,162.277777777778,27
"211",122,"rabbit",152,20,1,2,0,162.277777777778,28
"212",122,"hare",136,20,2,1,1,162.277777777778,29
"213",122,"beetle",266,21,1,3,0,162.277777777778,30
"214",122,"bug",142,21,2,2,0,162.277777777778,31
"215",122,"wasp",107,21,3,1,1,162.277777777778,32
"216",122,"doe",83,22,1,2,0,162.277777777778,33
"217",122,"deer",94,22,2,1,1,162.277777777778,34
"218",122,"kangaroo",187,23,1,1,1,162.277777777778,35
"219",122,"dog",309,24,1,1,1,162.277777777778,36
"220",81,"dog",95,1,1,2,0,147.361111111111,1
"221",81,"cat",180,1,2,1,1,147.361111111111,2
"222",81,"fly",212,2,1,2,0,147.361111111111,3
"223",81,"bug",99,2,2,1,1,147.361111111111,4
"224",81,"coyote",161,3,1,2,0,147.361111111111,5
"225",81,"wolf",138,3,2,1,1,147.361111111111,6
"226",81,"horse",188,4,1,1,1,147.361111111111,7
"227",81,"canary",170,5,1,2,0,147.361111111111,8
"228",81,"bird",215,5,2,1,1,147.361111111111,9
"229",81,"fly",262,6,1,1,1,147.361111111111,10
"230",81,"mongoose",130,7,1,1,1,147.361111111111,11
"231",81,"duck",151,8,1,1,1,147.361111111111,12
"232",81,"antelope",117,9,1,1,1,147.361111111111,13
"233",81,"hog",82,10,1,2,0,147.361111111111,14
"234",81,"pig",114,10,2,1,1,147.361111111111,15
"235",81,"moth",168,11,1,2,0,147.361111111111,16
"236",81,"butterfly",126,11,2,1,1,147.361111111111,17
"237",81,"stag",99,12,1,2,0,147.361111111111,18
"238",81,"deer",131,12,2,1,1,147.361111111111,19
"239",81,"shrimp",221,13,1,2,0,147.361111111111,20
"240",81,"fish",107,13,2,1,1,147.361111111111,21
"241",81,"sheep",89,14,1,2,0,147.361111111111,22
"242",81,"turkey",99,14,2,1,1,147.361111111111,23
"243",81,"monkey",103,15,1,2,0,147.361111111111,24
"244",81,"ape",106,15,2,1,1,147.361111111111,25
"245",81,"tick",148,16,1,2,0,147.361111111111,26
"246",81,"flea",89,16,2,1,1,147.361111111111,27
"247",81,"dog",134,17,1,2,0,147.361111111111,28
"248",81,"cat",177,17,2,1,1,147.361111111111,29
"249",81,"donkey",206,18,1,2,0,147.361111111111,30
"250",81,"horse",129,18,2,1,1,147.361111111111,31
"251",81,"coyote",162,19,1,2,0,147.361111111111,32
"252",81,"wolf",172,19,2,1,1,147.361111111111,33
"253",81,"crow",142,20,1,2,0,147.361111111111,34
"254",81,"bird",163,20,2,1,1,147.361111111111,35
"255",81,"whale",220,21,1,1,1,147.361111111111,36
"256",121,"dog",89,1,1,2,0,170.324324324324,1
"257",121,"cat",191,1,2,1,1,170.324324324324,2
"258",121,"sheep",367,2,1,3,0,170.324324324324,3
"259",121,"cow",191,2,2,2,0,170.324324324324,4
"260",121,"calf",108,2,3,1,1,170.324324324324,5
"261",121,"dove",262,3,1,2,0,170.324324324324,6
"262",121,"bird",181,3,2,1,1,170.324324324324,7
"263",121,"fly",168,4,1,3,0,170.324324324324,8
"264",121,"bug",153,4,2,2,0,170.324324324324,9
"265",121,"insect",176,4,3,1,1,170.324324324324,10
"266",121,"shrimp",146,5,1,2,0,170.324324324324,11
"267",121,"fish",115,5,2,1,1,170.324324324324,12
"268",121,"goat",147,6,1,3,0,170.324324324324,13
"269",121,"sheep",146,6,2,2,0,170.324324324324,14
"270",121,"chicken",186,6,3,1,1,170.324324324324,15
"271",121,"bear",85,7,1,1,1,170.324324324324,16
"272",121,"ram",100,8,1,1,1,170.324324324324,17
"273",121,"dog",188,9,1,2,0,170.324324324324,18
"274",121,"cat",153,9,2,1,1,170.324324324324,19
"275",121,"swan",403,10,1,2,0,170.324324324324,20
"276",121,"alligator",141,10,2,1,1,170.324324324324,21
"277",121,"alligator",141,11,1,2,0,170.324324324324,22
"278",121,"crocodile",167,11,2,1,1,170.324324324324,23
"279",121,"otter",150,12,1,1,1,170.324324324324,24
"280",121,"bunny",104,13,1,3,0,170.324324324324,25
"281",121,"rabbit",122,13,2,2,0,170.324324324324,26
"282",121,"hare",158,13,3,1,1,170.324324324324,27
"283",121,"walrus",278,14,1,1,1,170.324324324324,28
"284",121,"dog",286,15,1,2,0,170.324324324324,29
"285",121,"cat",187,15,2,1,1,170.324324324324,30
"286",121,"bird",224,16,1,1,1,170.324324324324,31
"287",121,"calf",193,17,1,2,0,170.324324324324,32
"288",121,"cow",97,17,2,1,1,170.324324324324,33
"289",121,"elephant",148,18,1,1,1,170.324324324324,34
"290",121,"mouse",84,19,1,1,1,170.324324324324,35
"291",121,"insect",150,20,1,1,1,170.324324324324,36
"292",121,"turkey",117,21,1,1,1,170.324324324324,37
"293",56,"dog",92,1,1,2,0,174.611111111111,1
"294",56,"cat",198,1,2,1,1,174.611111111111,2
"295",56,"calf",183,2,1,8,0,174.611111111111,3
"296",56,"cow",120,2,2,7,0,174.611111111111,4
"297",56,"hen",278,2,3,6,0,174.611111111111,5
"298",56,"chicken",183,2,4,5,0,174.611111111111,6
"299",56,"turkey",177,2,5,4,0,174.611111111111,7
"300",56,"colt",110,2,6,3,0,174.611111111111,8
"301",56,"horse",167,2,7,2,0,174.611111111111,9
"302",56,"pony",224,2,8,1,1,174.611111111111,10
"303",56,"elk",164,3,1,3,0,174.611111111111,11
"304",56,"moose",194,3,2,2,0,174.611111111111,12
"305",56,"deer",218,3,3,1,1,174.611111111111,13
"306",56,"moth",119,4,1,1,1,174.611111111111,14
"307",56,"shark",125,5,1,2,0,174.611111111111,15
"308",56,"fish",166,5,2,1,1,174.611111111111,16
"309",56,"canary",164,6,1,3,0,174.611111111111,17
"310",56,"bird",199,6,2,2,0,174.611111111111,18
"311",56,"eagle",193,6,3,1,1,174.611111111111,19
"312",56,"fly",162,7,1,1,1,174.611111111111,20
"313",56,"squirrel",161,8,1,1,1,174.611111111111,21
"314",56,"dog",382,9,1,2,0,174.611111111111,22
"315",56,"cat",190,9,2,1,1,174.611111111111,23
"316",56,"gorilla",228,10,1,1,1,174.611111111111,24
"317",56,"calf",92,11,1,2,0,174.611111111111,25
"318",56,"cow",112,11,2,1,1,174.611111111111,26
"319",56,"stag",174,12,1,2,0,174.611111111111,27
"320",56,"deer",131,12,2,1,1,174.611111111111,28
"321",56,"camel",145,13,1,1,1,174.611111111111,29
"322",56,"cardinal",108,14,1,3,0,174.611111111111,30
"323",56,"bird",157,14,2,2,0,174.611111111111,31
"324",56,"dove",190,14,3,1,1,174.611111111111,32
"325",56,"shark",139,15,1,2,0,174.611111111111,33
"326",56,"fish",171,15,2,1,1,174.611111111111,34
"327",56,"possum",210,16,1,1,1,174.611111111111,35
"328",56,"dog",260,17,1,1,1,174.611111111111,36
"329",4,"dog",90,1,1,2,0,173.72972972973,1
"330",4,"cat",189,1,2,1,1,173.72972972973,2
"331",4,"crocodile",186,2,1,2,0,173.72972972973,3
"332",4,"alligator",123,2,2,1,1,173.72972972973,4
"333",4,"hawk",287,3,1,1,1,173.72972972973,5
"334",4,"bat",115,4,1,1,1,173.72972972973,6
"335",4,"puppy",117,5,1,3,0,173.72972972973,7
"336",4,"dog",184,5,2,2,0,173.72972972973,8
"337",4,"rabbit",180,5,3,1,1,173.72972972973,9
"338",4,"reptile",170,6,1,1,1,173.72972972973,10
"339",4,"shrimp",175,7,1,2,0,173.72972972973,11
"340",4,"fish",235,7,2,1,1,173.72972972973,12
"341",4,"gorilla",257,8,1,4,0,173.72972972973,13
"342",4,"chimpanzee",193,8,2,3,0,173.72972972973,14
"343",4,"monkey",162,8,3,2,0,173.72972972973,15
"344",4,"elephant",173,8,4,1,1,173.72972972973,16
"345",4,"mouse",186,9,1,1,1,173.72972972973,17
"346",4,"cat",183,10,1,1,1,173.72972972973,18
"347",4,"coyote",209,11,1,3,0,173.72972972973,19
"348",4,"wolf",107,11,2,2,0,173.72972972973,20
"349",4,"dog",141,11,3,1,1,173.72972972973,21
"350",4,"bison",153,12,1,2,0,173.72972972973,22
"351",4,"buffalo",133,12,2,1,1,173.72972972973,23
"352",4,"buffalo",133,13,1,2,0,173.72972972973,24
"353",4,"gorilla",314,13,2,1,1,173.72972972973,25
"354",4,"pelican",138,14,1,2,0,173.72972972973,26
"355",4,"bird",162,14,2,1,1,173.72972972973,27
"356",4,"lobster",172,15,1,2,0,173.72972972973,28
"357",4,"crab",151,15,2,1,1,173.72972972973,29
"358",4,"tick",180,16,1,2,0,173.72972972973,30
"359",4,"flea",125,16,2,1,1,173.72972972973,31
"360",4,"chick",142,17,1,3,0,173.72972972973,32
"361",4,"chicken",133,17,2,2,0,173.72972972973,33
"362",4,"turkey",128,17,3,1,1,173.72972972973,34
"363",4,"cub",135,18,1,2,0,173.72972972973,35
"364",4,"bear",189,18,2,1,1,173.72972972973,36
"365",4,"dog",378,19,1,1,1,173.72972972973,37
"366",86,"dog",91,1,1,2,0,155.416666666667,1
"367",86,"cat",171,1,2,1,1,155.416666666667,2
"368",86,"mouse",163,2,1,1,1,155.416666666667,3
"369",86,"bat",201,3,1,1,1,155.416666666667,4
"370",86,"duck",144,4,1,1,1,155.416666666667,5
"371",86,"cow",158,5,1,1,1,155.416666666667,6
"372",86,"lobster",201,6,1,2,0,155.416666666667,7
"373",86,"crab",161,6,2,1,1,155.416666666667,8
"374",86,"robin",124,7,1,2,0,155.416666666667,9
"375",86,"bird",130,7,2,1,1,155.416666666667,10
"376",86,"tiger",200,8,1,2,0,155.416666666667,11
"377",86,"lion",90,8,2,1,1,155.416666666667,12
"378",86,"hawk",126,9,1,2,0,155.416666666667,13
"379",86,"pigeon",137,9,2,1,1,155.416666666667,14
"380",86,"porpoise",125,10,1,3,0,155.416666666667,15
"381",86,"dolphin",121,10,2,2,0,155.416666666667,16
"382",86,"fish",163,10,3,1,1,155.416666666667,17
"383",86,"lizard",341,11,1,2,0,155.416666666667,18
"384",86,"snake",106,11,2,1,1,155.416666666667,19
"385",86,"bat",87,12,1,1,1,155.416666666667,20
"386",86,"cat",273,13,1,2,0,155.416666666667,21
"387",86,"dog",207,13,2,1,1,155.416666666667,22
"388",86,"oyster",253,14,1,2,0,155.416666666667,23
"389",86,"clam",139,14,2,1,1,155.416666666667,24
"390",86,"mouse",134,15,1,1,1,155.416666666667,25
"391",86,"cricket",141,16,1,4,0,155.416666666667,26
"392",86,"grasshopper",121,16,2,3,0,155.416666666667,27
"393",86,"bug",95,16,3,2,0,155.416666666667,28
"394",86,"insect",104,16,4,1,1,155.416666666667,29
"395",86,"seagull",112,17,1,1,1,155.416666666667,30
"396",86,"bee",139,18,1,1,1,155.416666666667,31
"397",86,"chick",242,19,1,3,0,155.416666666667,32
"398",86,"chicken",128,19,2,2,0,155.416666666667,33
"399",86,"hen",131,19,3,1,1,155.416666666667,34
"400",86,"mink",99,20,1,1,1,155.416666666667,35
"401",86,"human",237,21,1,1,1,155.416666666667,36
"402",15,"dog",92,1,1,2,0,166.583333333333,1
"403",15,"cat",155,1,2,1,1,166.583333333333,2
"404",15,"mouse",225,2,1,1,1,166.583333333333,3
"405",15,"snake",236,3,1,2,0,166.583333333333,4
"406",15,"reptile",107,3,2,1,1,166.583333333333,5
"407",15,"hornet",136,4,1,4,0,166.583333333333,6
"408",15,"bee",171,4,2,3,0,166.583333333333,7
"409",15,"insect",175,4,3,2,0,166.583333333333,8
"410",15,"bug",270,4,4,1,1,166.583333333333,9
"411",15,"fish",237,5,1,1,1,166.583333333333,10
"412",15,"wolf",100,6,1,1,1,166.583333333333,11
"413",15,"cobra",137,7,1,2,0,166.583333333333,12
"414",15,"snake",134,7,2,1,1,166.583333333333,13
"415",15,"cat",150,8,1,1,1,166.583333333333,14
"416",15,"human",136,9,1,1,1,166.583333333333,15
"417",15,"dog",369,10,1,1,1,166.583333333333,16
"418",15,"ape",154,11,1,2,0,166.583333333333,17
"419",15,"monkey",170,11,2,1,1,166.583333333333,18
"420",15,"parrot",185,12,1,2,0,166.583333333333,19
"421",15,"bird",154,12,2,1,1,166.583333333333,20
"422",15,"fly",177,13,1,2,0,166.583333333333,21
"423",15,"bug",201,13,2,1,1,166.583333333333,22
"424",15,"cat",185,14,1,1,1,166.583333333333,23
"425",15,"aardvark",207,15,1,1,1,166.583333333333,24
"426",15,"chicken",201,16,1,3,0,166.583333333333,25
"427",15,"turkey",141,16,2,2,0,166.583333333333,26
"428",15,"bird",155,16,3,1,1,166.583333333333,27
"429",15,"turtle",137,17,1,3,0,166.583333333333,28
"430",15,"toad",148,17,2,2,0,166.583333333333,29
"431",15,"frog",122,17,3,1,1,166.583333333333,30
"432",15,"ewe",183,18,1,1,1,166.583333333333,31
"433",15,"pig",91,19,1,2,0,166.583333333333,32
"434",15,"hog",126,19,2,1,1,166.583333333333,33
"435",15,"hare",144,20,1,3,0,166.583333333333,34
"436",15,"rabbit",119,20,2,2,0,166.583333333333,35
"437",15,"bunny",167,20,3,1,1,166.583333333333,36
"438",66,"dog",90,1,1,2,0,155.444444444444,1
"439",66,"cat",170,1,2,1,1,155.444444444444,2
"440",66,"antelope",296,2,1,1,1,155.444444444444,3
"441",66,"calf",179,3,1,2,0,155.444444444444,4
"442",66,"cow",103,3,2,1,1,155.444444444444,5
"443",66,"grasshopper",156,4,1,1,1,155.444444444444,6
"444",66,"horse",129,5,1,2,0,155.444444444444,7
"445",66,"pony",131,5,2,1,1,155.444444444444,8
"446",66,"scallop",110,6,1,3,0,155.444444444444,9
"447",66,"oyster",110,6,2,2,0,155.444444444444,10
"448",66,"clam",142,6,3,1,1,155.444444444444,11
"449",66,"chicken",180,7,1,1,1,155.444444444444,12
"450",66,"chimpanzee",147,8,1,3,0,155.444444444444,13
"451",66,"monkey",120,8,2,2,0,155.444444444444,14
"452",66,"ape",130,8,3,1,1,155.444444444444,15
"453",66,"frog",175,9,1,2,0,155.444444444444,16
"454",66,"toad",93,9,2,1,1,155.444444444444,17
"455",66,"dog",329,10,1,2,0,155.444444444444,18
"456",66,"cat",189,10,2,1,1,155.444444444444,19
"457",66,"flea",205,11,1,1,1,155.444444444444,20
"458",66,"dinosaur",147,12,1,1,1,155.444444444444,21
"459",66,"bat",92,13,1,1,1,155.444444444444,22
"460",66,"cub",154,14,1,2,0,155.444444444444,23
"461",66,"bear",128,14,2,1,1,155.444444444444,24
"462",66,"rooster",112,15,1,3,0,155.444444444444,25
"463",66,"hen",131,15,2,2,0,155.444444444444,26
"464",66,"chicken",151,15,3,1,1,155.444444444444,27
"465",66,"chimpanzee",144,16,1,3,0,155.444444444444,28
"466",66,"monkey",125,16,2,2,0,155.444444444444,29
"467",66,"ape",133,16,3,1,1,155.444444444444,30
"468",66,"dove",171,17,1,2,0,155.444444444444,31
"469",66,"bird",123,17,2,1,1,155.444444444444,32
"470",66,"mule",154,18,1,1,1,155.444444444444,33
"471",66,"kangaroo",127,19,1,1,1,155.444444444444,34
"472",66,"dog",319,20,1,1,1,155.444444444444,35
"473",66,"pigeon",201,21,1,1,1,155.444444444444,36
"474",88,"dog",90,1,1,2,0,179.378378378378,1
"475",88,"cat",191,1,2,1,1,179.378378378378,2
"476",88,"unicorn",309,2,1,2,0,179.378378378378,3
"477",88,"horse",149,2,2,1,1,179.378378378378,4
"478",88,"coyote",188,3,1,1,1,179.378378378378,5
"479",88,"ram",155,4,1,1,1,179.378378378378,6
"480",88,"antelope",289,5,1,1,1,179.378378378378,7
"481",88,"bird",252,6,1,1,1,179.378378378378,8
"482",88,"lamb",184,7,1,2,0,179.378378378378,9
"483",88,"sheep",150,7,2,1,1,179.378378378378,10
"484",88,"panther",176,8,1,1,1,179.378378378378,11
"485",88,"skunk",98,9,1,1,1,179.378378378378,12
"486",88,"dog",304,10,1,2,0,179.378378378378,13
"487",88,"cat",172,10,2,1,1,179.378378378378,14
